datetime,open,high,low,close,volume
2025-03-28T00:00:00,692.1,1022,692.1,735,248202753.904057
2025-03-28T04:00:00,735,748.1,670.5,677.3,57532619.878665
2025-03-28T08:00:00,677.3,748.1,658.9,723.5,120415767.957969
2025-03-28T12:00:00,723.5,727.3,691.2,696.3,45747643.465956
2025-03-28T16:00:00,697.1,718,681.1,690.9,10317438.149651
2025-03-28T20:00:00,690.9,719,688,713.8,13762894.820351
2025-03-29T00:00:00,713.9,713.9,651,663.9,30661301.660659
2025-03-29T04:00:00,663.9,681,634,639.4,15019907.427098
2025-03-29T08:00:00,637.3,648.2,612,619,14235537.105582
2025-03-29T12:00:00,618.7,640.2,605.3,606.4,19352547.470136
2025-03-29T16:00:00,606.7,611.5,571,585,10729610.820786
2025-03-29T20:00:00,583.4,609.4,578.6,601.1,6376869.128351
2025-03-30T00:00:00,600.1,640,574.1,620.5,27243395.054736
2025-03-30T04:00:00,620.5,666.3,618.4,623.4,35337559.30765
2025-03-30T08:00:00,623.4,650,603.8,608.2,14692716.427518
2025-03-30T12:00:00,607.8,613.5,590,601.4,5421742.681471
2025-03-30T16:00:00,601.2,620.8,592,620.4,2512805.817389
2025-03-30T20:00:00,619.6,642.6,616.8,624.5,8110679.938627
2025-03-31T00:00:00,625.4,658,602,610.7,30373783.003424
2025-03-31T04:00:00,613,661.1,608.2,643,16901660.163363
2025-03-31T08:00:00,643,714.2,642.3,677.7,55284379.994153
2025-03-31T12:00:00,677.7,713.4,658.2,688.4,32529387.450896
2025-03-31T16:00:00,688.4,694,666.6,673.3,1923273.738504
2025-03-31T20:00:00,674.7,725,674.7,704.9,8170680.135409
2025-04-01T00:00:00,705,797.4,700.7,782.1,64407225.970445
2025-04-01T04:00:00,782.1,838,766.1,788,57923011.898576
2025-04-01T08:00:00,788,817.9,771.3,777.8,25761446.765412
2025-04-01T12:00:00,777.8,864.9,769.3,840.3,28469595.220422
2025-04-01T16:00:00,837.2,864.9,808.9,839.3,11268459.808553
2025-04-01T20:00:00,839,847.7,794.2,814,8886878.635541
2025-04-02T00:00:00,815.5,828.5,760,771.5,25483695.82109
2025-04-02T04:00:00,771.5,818.6,767,814,9073074.588608
2025-04-02T08:00:00,814.5,857.9,800.8,842.2,23857311.42541
2025-04-02T12:00:00,842.1,885,827.9,854.3,18719143.468796
2025-04-02T16:00:00,854.1,888,848.8,857.7,6011068.108889
2025-04-02T20:00:00,857.7,882.2,779.2,793.1,15604475.376983
2025-04-03T00:00:00,793.1,868.4,782.6,851.9,18845529.597597
2025-04-03T04:00:00,851.9,909,846.3,863.9,35807708.098343
2025-04-03T08:00:00,863.9,875.3,813.3,819.9,11258085.769304
2025-04-03T12:00:00,819.5,858.5,810,835.9,10408027.11453
2025-04-03T16:00:00,835.9,843.1,778.1,795.1,6689508.180934
2025-04-03T20:00:00,794.9,815,785.9,809.3,4766001.355634
2025-04-04T00:00:00,809.3,811.4,738.6,750.9,9137871.668685
2025-04-04T04:00:00,750.4,780.9,743,762.9,4667618.220267
2025-04-04T08:00:00,761.7,789.1,734.4,746.4,4384301.859289
2025-04-04T12:00:00,747.1,765.6,725.2,757,4331997.79085
2025-04-04T16:00:00,757,807.7,751.4,798.6,2101962.675343
2025-04-04T20:00:00,799.2,837,795.6,803.6,3996295.145129
2025-04-05T00:00:00,803.6,817.6,787,799.1,3289075.389924
2025-04-05T04:00:00,798.9,834.4,798.7,830.4,5138425.311118
2025-04-05T08:00:00,829.7,837,812.2,829.4,3650758.995732
2025-04-05T12:00:00,829.4,837.6,791.3,797.3,3503587.153837
2025-04-05T16:00:00,798.3,808.6,792.4,797.3,471948.839464
2025-04-05T20:00:00,797.3,799.7,767,778.5,2054467.6402
2025-04-06T00:00:00,778.5,789,763,768.8,4026112.169823
2025-04-06T04:00:00,769.8,779.9,753,754.8,1754264.447513
2025-04-06T08:00:00,754.8,764,748,752.7,1192208.113344
2025-04-06T12:00:00,752.5,762,729.7,731.9,1539241.752814
2025-04-06T16:00:00,730.8,733.5,685.1,688.9,1984196.812963
2025-04-06T20:00:00,688.4,700.2,659.7,668.5,3237838.527302
2025-04-07T00:00:00,668.5,684.3,637.9,644.8,3241802.197947
2025-04-07T04:00:00,647.4,664.1,606.6,610,2565506.397785
2025-04-07T08:00:00,610,644.2,608.7,619.5,1790951.384445
2025-04-07T12:00:00,620.9,700,612.2,675.9,2245191.88818
2025-04-07T16:00:00,673.2,684,661.6,667.5,466889.298644
2025-04-07T20:00:00,666.2,689,665.7,666.5,603734.628898
2025-04-08T00:00:00,666.5,683.6,655,668,1155210.97567
2025-04-08T04:00:00,667.9,674.5,639.9,643,1134867.600814
2025-04-08T08:00:00,643,678.2,631.5,675.2,999459.647394
2025-04-08T12:00:00,675.3,676.2,634.4,635.2,979093.728962
2025-04-08T16:00:00,635.2,635.3,607,610.4,1531728.820603
2025-04-08T20:00:00,613.2,616.7,590.3,595,1082677.921001
2025-04-09T00:00:00,594,600.5,575,586.3,1898710.898793
2025-04-09T04:00:00,586.4,654.5,586.4,652.4,3794522.838749
2025-04-09T08:00:00,649.5,658.4,600,623.1,5430519.72255
2025-04-09T12:00:00,625,641.2,619.5,628.2,700750.975451
2025-04-09T16:00:00,628.2,687.9,603.4,678.2,1463665.57605
2025-04-09T20:00:00,679.6,702,667.3,667.9,1288251.124319
2025-04-10T00:00:00,667.9,699.8,660.4,695.1,2349439.972378
2025-04-10T04:00:00,695.1,893,689.9,693,35980249.669215
2025-04-10T08:00:00,692.9,712.8,687,712,3873477.709718
2025-04-10T12:00:00,711.9,740.9,680,684.8,9732725.313101
2025-04-10T16:00:00,683.2,691,678.7,685.1,1377164.988315
2025-04-10T20:00:00,684.4,704.6,681.7,689,2364213.583189
2025-04-11T00:00:00,689,770,671,721.4,16101530.763395
2025-04-11T04:00:00,721.4,736.2,713.5,717,8406977.583775
2025-04-11T08:00:00,717,725.2,675.2,679.4,5411054.914993
2025-04-11T12:00:00,679.4,698.3,666.5,688.8,2945332.581193
2025-04-11T16:00:00,689.4,721.6,684.8,718.1,966723.137874
2025-04-11T20:00:00,719.6,732.2,703.5,712.4,1862477.939278
2025-04-12T00:00:00,712.2,713.4,678.9,685,3201441.974675
2025-04-12T04:00:00,685,695.4,681,693,1306001.281052
2025-04-12T08:00:00,693,720.2,690.7,698.9,1695170.997615
2025-04-12T12:00:00,698.7,743.2,694.7,732.7,2085580.991774
2025-04-12T16:00:00,733.2,758.8,733.2,748.3,912967.33581
2025-04-12T20:00:00,747.5,754.7,730.1,735.4,928469.701188
2025-04-13T00:00:00,735.4,760,722.7,748.7,3466966.567489
2025-04-13T04:00:00,748.7,750.1,696,700.5,1917748.97902
2025-04-13T08:00:00,699.1,711.6,698.1,700.9,747671.303935
2025-04-13T12:00:00,701.1,706,681.2,683,972840.18908
2025-04-13T16:00:00,685.4,704.8,673.8,675.9,612883.738533
2025-04-13T20:00:00,676.1,683.8,659.6,670.8,1046435.604547
2025-04-14T00:00:00,670.4,693.8,667.3,678.1,1039165.390286
2025-04-14T04:00:00,680,687,655,660,1082541.564437
2025-04-14T08:00:00,660.1,684.9,660.1,680.8,816174.690753
2025-04-14T12:00:00,680.8,684.9,647.5,650.5,1139818.440641
2025-04-14T16:00:00,651,665,646.4,660.6,194813.154797
2025-04-14T20:00:00,662.1,665.1,655.1,660.6,343313.405972
2025-04-15T00:00:00,659.8,671.9,648,668,934096.288938
2025-04-15T04:00:00,667.9,671,661.1,663.7,369345.945743
2025-04-15T08:00:00,663.3,669.5,652.8,658.7,601111.216312
2025-04-15T12:00:00,658.7,662.6,633.7,641.4,1062228.533049
2025-04-15T16:00:00,642.5,642.6,624.7,626,452824.438388
2025-04-15T20:00:00,626.2,631.8,620,623.1,806340.982385
