datetime,open,high,low,close,volume
2025-07-11T08:00:00,469,534,467.7,482.5,634380604.861484
2025-07-11T12:00:00,482.5,485.9,457.4,460,95626690.894237
2025-07-11T16:00:00,460,471.7,453.7,471.6,23570601.761218
2025-07-11T20:00:00,471.6,471.6,441.8,454.4,38103449.462679
2025-07-12T00:00:00,454.5,464.4,439.4,452.9,40445301.321501
2025-07-12T04:00:00,453,454.8,442.9,452.3,21230564.98907
2025-07-12T08:00:00,452.3,459.5,449.8,451.6,15146061.60895
2025-07-12T12:00:00,451.6,453.7,425.3,428.9,24466776.235189
2025-07-12T16:00:00,428.5,440.7,428,439.4,3419139.218236
2025-07-12T20:00:00,439,439.8,431,437.8,4063497.98933
2025-07-13T00:00:00,437.8,442.7,433.6,441.1,8179878.44983
2025-07-13T04:00:00,441.2,454,439.4,452.1,8019382.264124
2025-07-13T08:00:00,452.3,458.9,441.5,455.9,9151934.128691
2025-07-13T12:00:00,455.9,474.9,452.2,466.1,25325891.85629
2025-07-13T16:00:00,466.1,474.9,456.6,467,3987634.067936
2025-07-13T20:00:00,467,474.1,456.9,465.4,6063412.292761
2025-07-14T00:00:00,464.6,485,460.2,480.1,16527144.25664
2025-07-14T04:00:00,480.1,490,470,479.1,14877736.098618
2025-07-14T08:00:00,479.3,488.8,469.4,476.4,10160124.426165
2025-07-14T12:00:00,476.3,478.8,461,465.7,5784561.388319
2025-07-14T16:00:00,466.5,473.9,457.1,459.5,2604166.549329
2025-07-14T20:00:00,459.2,463.5,450.1,460.4,3183071.277503
2025-07-15T00:00:00,460.9,462.9,437.9,443.4,10194531.571905
2025-07-15T04:00:00,443.5,455.8,438.8,451,3488926.720787
2025-07-15T08:00:00,450.5,467.7,447.4,460.3,4062782.637371
2025-07-15T12:00:00,460.3,478.9,454.9,475.1,9635422.149794
2025-07-15T16:00:00,475.1,490.6,468.3,469.9,6098200.219316
2025-07-15T20:00:00,470.9,496,468.8,491.9,8237655.625103
2025-07-16T00:00:00,491.9,498,478.9,482.5,10083932.911574
2025-07-16T04:00:00,482.5,497.7,475.3,493.2,4708413.346407
2025-07-16T08:00:00,493.1,498,487.1,497.6,5061920.253276
2025-07-16T12:00:00,497.6,503.5,489.4,500,10832548.724865
2025-07-16T16:00:00,500,510.3,498.2,508.5,5465920.570502
2025-07-16T20:00:00,508.8,519.1,497.3,504.1,8366848.690724
2025-07-17T00:00:00,505.2,518.6,491.2,495.8,9567530.657223
2025-07-17T04:00:00,495.8,515.7,492.3,513,6588130.627848
2025-07-17T08:00:00,513.5,527.4,509.7,517.9,10287720.954553
2025-07-17T12:00:00,517.9,526,507,514.1,9922190.752001
2025-07-17T16:00:00,513.1,515.1,497.4,497.4,4208622.645324
2025-07-17T20:00:00,497.4,527.4,491.2,514.4,6964816.941236
2025-07-18T00:00:00,515.8,551,510,537,16845108.493502
2025-07-18T04:00:00,536.9,552,530.5,530.5,7839996.714382
2025-07-18T08:00:00,530.5,564.4,530,544.9,16188562.697389
2025-07-18T12:00:00,545,555.6,525.2,531.7,7083122.974303
2025-07-18T16:00:00,532,547.8,528.8,532,1695057.057677
2025-07-18T20:00:00,532.7,539.7,518,533.6,3147125.410504
2025-07-19T00:00:00,533.6,546.8,519.6,546.8,4249196.298863
2025-07-19T04:00:00,546.8,554.6,539.5,542.2,2932937.630928
2025-07-19T08:00:00,542.4,552,537.8,541.8,3186575.066968
2025-07-19T12:00:00,543.1,563.2,541.2,558.6,6382813.073351
2025-07-19T16:00:00,558.6,586,554.7,564.1,14709071.279184
2025-07-19T20:00:00,564.9,607,563.1,594.3,18920819.244871
2025-07-20T00:00:00,594.1,626.9,585.7,622,22321060.757777
